index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
1506,Sylvilagus floridanus,,Ciudad de México,19.31069,-99.17927,2025-09-27,HUMAN_OBSERVATION,iNaturalist
1507,Lepus altamirae,,Tamaulipas,22.333562,-97.839946,2025-08-10,HUMAN_OBSERVATION,iNaturalist
1508,Sylvilagus floridanus,,Jalisco,20.747583,-103.513573,2024-01-16,HUMAN_OBSERVATION,iNaturalist
1509,Sylvilagus audubonii,,Baja California,32.53202,-116.959953,2025-09-24,HUMAN_OBSERVATION,iNaturalist
1510,Lepus altamirae,,Tamaulipas,22.346296,-97.830655,2023-06-18,HUMAN_OBSERVATION,iNaturalist
1511,Sylvilagus yucatanicus,,Yucatán,21.0379,-89.907088,2025-02-21,HUMAN_OBSERVATION,iNaturalist
1512,Sylvilagus audubonii,,San Luis Potosí,22.669891,-100.866902,2025-09-05,HUMAN_OBSERVATION,iNaturalist
1513,Sylvilagus floridanus,,Nuevo León,24.796816,-99.538936,2020-03-04,HUMAN_OBSERVATION,iNaturalist
1514,Sylvilagus floridanus,,Coahuila,25.330473,-100.990116,2019-05-29,HUMAN_OBSERVATION,iNaturalist
1515,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1974-07-27,PRESERVED_SPECIMEN,CAS
1516,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1974-07-27,PRESERVED_SPECIMEN,CAS
1517,Lepus californicus xanti,"Puerto Belandra, 17 km north La Paz",Baja California Sur,24.318056,-110.3125,1974-07-12,PRESERVED_SPECIMEN,CAS
1518,Lepus californicus martirensis,San Pedro Martir Mountains,Baja California,30.922212,-115.41057,1893-06-26,PRESERVED_SPECIMEN,CAS
1519,Lepus californicus martirensis,San Pedro Martir Mountains,Baja California,30.922212,-115.41057,1893-07-08,PRESERVED_SPECIMEN,CAS
1520,Lepus californicus martirensis,San Pedro Martir Mountains,Baja California,30.922212,-115.41057,1893-06-30,PRESERVED_SPECIMEN,CAS
1521,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1890-11-02,PRESERVED_SPECIMEN,CAS
1522,Sylvilagus cunicularius insolitus,"Presidio Popre, Mazatlan",Sinaloa,23.2365307,-106.4155701,2007-03-25,PRESERVED_SPECIMEN,CAS
1523,Sylvilagus bachmani exiguus,San Telmo,Baja California,30.9667421,-116.1005629,1893-06-17,PRESERVED_SPECIMEN,CAS
1524,Sylvilagus bachmani exiguus,San Pedro Martir Mtn.,Baja California,30.922212,-115.41057,1893-07-12,PRESERVED_SPECIMEN,CAS
1525,Sylvilagus audubonii sanctidiegi,Real del Castillo,Baja California,32.002778,-116.350278,1893-06-08,PRESERVED_SPECIMEN,CAS
1526,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1975-11-27,PRESERVED_SPECIMEN,CAS
1527,Lepus insularis,Isla Espiritu Santo,Baja California Sur,24.5,-110.366667,1975-11-24,PRESERVED_SPECIMEN,CAS
1528,Lepus,unspecified,Baja California Sur,24.566667,-110.416667,1973-11-22,PRESERVED_SPECIMEN,CAS
1529,Sylvilagus floridanus,3 miles south San Bartolo Coyotepec,Oaxaca,16.9143565,-96.7075383,1964-12-02,PRESERVED_SPECIMEN,CAS
1530,Sylvilagus floridanus,SW Oaxaca City,Oaxaca,17.0685159,-96.720039,1964-11-28,PRESERVED_SPECIMEN,CAS
1531,Sylvilagus floridanus connectens,"Potrero Sugar Plant, 12 km SE Cordoba",Veracruz,18.8142647,-96.8458804,1965-07-26,PRESERVED_SPECIMEN,CAS
1532,Sylvilagus floridanus connectens,"South slope Mt. Orizaba, Sacaton fields",Veracruz,19.0289753,-97.2678361,1965-07-31,PRESERVED_SPECIMEN,CAS
1533,Sylvilagus floridanus connectens,"South slope Mt. Orizaba, near Malacara",Veracruz,19.0289753,-97.2678361,1965-07-12,PRESERVED_SPECIMEN,CAS
1534,Sylvilagus floridanus connectens,10 miles east of Oaxaca City,Oaxaca,17.0685163,-96.5672574,1968-04-20,PRESERVED_SPECIMEN,CAS
1535,Sylvilagus floridanus connectens,SE slope Mt. Orizaba,Veracruz,19.0289753,-97.2678361,1964-07-30,PRESERVED_SPECIMEN,CAS
1536,Sylvilagus floridanus orizabae,SE slope Mt. Orizaba,Veracruz,19.0289753,-97.2678361,1964-07-30,PRESERVED_SPECIMEN,CAS
1537,Lepus californicus sheldoni,SW end of island,Baja California Sur,25.887885,-111.214823,1964-06-22,PRESERVED_SPECIMEN,CAS
1538,Lepus insularis,Isla Espiritu Santo,Baja California Sur,24.5,-110.366667,1964-06-29,PRESERVED_SPECIMEN,CAS
1539,Lepus insularis,Isla Espiritu Santo,Baja California Sur,24.5,-110.366667,1964-07-01,PRESERVED_SPECIMEN,CAS
1540,Sylvilagus mansuetus,"Arroyo Aguada, Isla San Jose, Gulf of California",Baja California Sur,25.003611,-110.63,1964-06-27,PRESERVED_SPECIMEN,CAS
1541,Sylvilagus mansuetus,"Arroyo Aguada, Isla San Jose, Gulf of California",Baja California Sur,25.003611,-110.63,1964-06-27,PRESERVED_SPECIMEN,CAS
1542,Sylvilagus mansuetus,"Arroyo Aguado, Isla San Jose, Gulf of California",Baja California Sur,25.003611,-110.63,1964-06-27,PRESERVED_SPECIMEN,CAS
1543,Sylvilagus mansuetus,"Arroyo Aguada, Isla San Jose, Gulf of California",Baja California Sur,25.003611,-110.63,1964-06-27,PRESERVED_SPECIMEN,CAS
1544,Sylvilagus audubonii parvulus,20 miles south Concepcion del Oro,Zacatecas,24.3240851,-101.421847,1964-06-01,PRESERVED_SPECIMEN,CAS
1545,Sylvilagus audubonii parvulis,22 miles SW Concepcion del Oro,Zacatecas,24.3887426,-101.6482207,1964-01-06,PRESERVED_SPECIMEN,CAS
1546,Lepus californicus asellus,17 miles NW Fresnillo,Zacatecas,23.35091,-103.0426324,1961-08-15,PRESERVED_SPECIMEN,CAS
1547,Sylvilagus audubonii,12 miles north Concepcion del Oro,Zacatecas,24.789713,-101.421849,1961-07-19,PRESERVED_SPECIMEN,CAS
1548,Sylvilagus floridanus holzneri,4 miles north Villa Nueva,Zacatecas,22.4122861,-102.8832636,1961-08-11,PRESERVED_SPECIMEN,CAS
1549,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1960-10-22,PRESERVED_SPECIMEN,CAS
1551,Sylvilagus audubonii parvulus,10 miles SW Sombrerete,Zacatecas,23.5322446,-103.7428427,1954-07-06,PRESERVED_SPECIMEN,CAS
1552,Lepus californicus asellus,6 miles SW Sombrerete,Zacatecas,23.5734,-103.701685,1952-06-19,PRESERVED_SPECIMEN,CAS
1553,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1953-04-01,PRESERVED_SPECIMEN,CAS
1554,Sylvilagus bachmani exiquus,10 miles south El Marmol,Baja California,29.8334544,-114.8005241,1952-06-05,PRESERVED_SPECIMEN,CAS
1555,Sylvilagus audubonii parvulus,3 miles SW Sombrerete,Zacatecas,23.6042678,-103.6708154,1950-07-24,PRESERVED_SPECIMEN,CAS
1556,Sylvilagus audubonii parvulus,3 miles SW Sombrerete,Zacatecas,23.6042678,-103.6708154,1950-07-18,PRESERVED_SPECIMEN,CAS
1560,Sylvilagus bachmani cerrosensis,South end,Baja California Sur,28.115689,-115.219453,1922-08-08,PRESERVED_SPECIMEN,CAS
1561,Sylvilagus bachmani cerrosensis,South end,Baja California Sur,28.115689,-115.219453,1922-08-09,PRESERVED_SPECIMEN,CAS
1562,Sylvilagus bachmani cerrosensis,South end,Baja California Sur,28.115689,-115.219453,1922-08-06,PRESERVED_SPECIMEN,CAS
1563,Sylvilagus bachmani cerrosensis,South end,Baja California Sur,28.115689,-115.219453,1922-08-04,PRESERVED_SPECIMEN,CAS
1564,Sylvilagus bachmani exiquus,San Quintin,Baja California,30.5750892,-115.9338888,1922-07-19,PRESERVED_SPECIMEN,CAS
1565,Lepus californicus magdalenae,unspecified,Baja California Sur,24.45,-111.833333,1922-07-28,PRESERVED_SPECIMEN,CAS
1566,Lepus californicus bennettii,San Quintin,Baja California,30.5750892,-115.9338888,1922-07-19,PRESERVED_SPECIMEN,CAS
1567,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1921-05-30,PRESERVED_SPECIMEN,CAS
1568,Lepus insularis,unspecified,Baja California Sur,24.566667,-110.416667,1921-05-30,PRESERVED_SPECIMEN,CAS
1570,Sylvilagus audubonii,,Coahuila,28.425052,-100.833994,2025-04-06,HUMAN_OBSERVATION,iNaturalist
1571,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-23,HUMAN_OBSERVATION,iNaturalist
1572,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-26,HUMAN_OBSERVATION,iNaturalist
1573,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-15,HUMAN_OBSERVATION,iNaturalist
1574,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-26,HUMAN_OBSERVATION,iNaturalist
1575,Sylvilagus audubonii,,Coahuila,28.425034,-100.834001,2025-04-12,HUMAN_OBSERVATION,iNaturalist
1576,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-16,HUMAN_OBSERVATION,iNaturalist
1577,Sylvilagus audubonii,,Baja California,31.889741,-116.617036,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1578,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-26,HUMAN_OBSERVATION,iNaturalist
1579,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-16,HUMAN_OBSERVATION,iNaturalist
1580,Sylvilagus floridanus,,Ciudad de México,19.113454,-99.19335,2025-09-19,HUMAN_OBSERVATION,iNaturalist
1581,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-22,HUMAN_OBSERVATION,iNaturalist
1582,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-16,HUMAN_OBSERVATION,iNaturalist
1583,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-05-12,HUMAN_OBSERVATION,iNaturalist
1584,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-25,HUMAN_OBSERVATION,iNaturalist
1585,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1586,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-27,HUMAN_OBSERVATION,iNaturalist
1587,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-17,HUMAN_OBSERVATION,iNaturalist
1588,Lepus californicus,,Coahuila,25.564626,-103.449931,2025-09-19,HUMAN_OBSERVATION,iNaturalist
1589,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-22,HUMAN_OBSERVATION,iNaturalist
1590,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-05-07,HUMAN_OBSERVATION,iNaturalist
1591,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-21,HUMAN_OBSERVATION,iNaturalist
1592,Sylvilagus audubonii,,Coahuila,28.425361,-100.833358,2025-03-28,HUMAN_OBSERVATION,iNaturalist
1593,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-22,HUMAN_OBSERVATION,iNaturalist
1594,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-01,HUMAN_OBSERVATION,iNaturalist
1595,Sylvilagus audubonii,,Sonora,30.274269,-112.844625,2025-09-19,HUMAN_OBSERVATION,iNaturalist
1596,Sylvilagus audubonii,,Coahuila,28.425,-100.834017,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1597,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1598,Sylvilagus audubonii,,Coahuila,28.425,-100.834017,2025-09-17,HUMAN_OBSERVATION,iNaturalist
1599,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-22,HUMAN_OBSERVATION,iNaturalist
1600,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-25,HUMAN_OBSERVATION,iNaturalist
1601,Sylvilagus audubonii,,Coahuila,28.425104,-100.833989,2025-04-07,HUMAN_OBSERVATION,iNaturalist
1602,Sylvilagus audubonii,,Coahuila,28.42534,-100.834064,2025-07-01,HUMAN_OBSERVATION,iNaturalist
1603,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-21,HUMAN_OBSERVATION,iNaturalist
1604,Sylvilagus audubonii,,Coahuila,26.796872,-100.692963,2025-09-02,HUMAN_OBSERVATION,iNaturalist
1605,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-16,HUMAN_OBSERVATION,iNaturalist
1606,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-30,HUMAN_OBSERVATION,iNaturalist
1607,Lepus californicus,,Baja California,32.531858,-116.153757,2025-09-17,HUMAN_OBSERVATION,iNaturalist
1608,Romerolagus diazi,,Ciudad de México,19.144955,-99.080315,2025-05-29,HUMAN_OBSERVATION,iNaturalist
1609,Sylvilagus audubonii,,Coahuila,28.42534,-100.834064,2025-07-05,HUMAN_OBSERVATION,iNaturalist
1610,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-06-24,HUMAN_OBSERVATION,iNaturalist
1611,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-26,HUMAN_OBSERVATION,iNaturalist
1612,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-17,HUMAN_OBSERVATION,iNaturalist
1613,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-16,HUMAN_OBSERVATION,iNaturalist
1614,Sylvilagus audubonii,,Chihuahua,30.151735,-106.466303,2025-09-01,HUMAN_OBSERVATION,iNaturalist
1615,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-19,HUMAN_OBSERVATION,iNaturalist
1616,Oryctolagus cuniculus domesticus,,Jalisco,20.709958,-103.397864,2025-09-16,HUMAN_OBSERVATION,iNaturalist
1617,Sylvilagus audubonii,,Coahuila,28.424994,-100.833987,2025-04-10,HUMAN_OBSERVATION,iNaturalist
1618,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-26,HUMAN_OBSERVATION,iNaturalist
1619,Sylvilagus audubonii,,Coahuila,28.425008,-100.834008,2025-04-13,HUMAN_OBSERVATION,iNaturalist
1620,Sylvilagus audubonii,,Coahuila,28.425337,-100.834064,2025-09-15,HUMAN_OBSERVATION,iNaturalist
1621,Lepus altamirae,,Tamaulipas,22.305355,-97.813022,2017-05-23,HUMAN_OBSERVATION,iNaturalist
1622,Sylvilagus audubonii,,Coahuila,25.604163,-103.279038,2025-09-06,HUMAN_OBSERVATION,iNaturalist
1623,Lepus californicus,,Chihuahua,30.073593,-106.43148,2025-09-05,HUMAN_OBSERVATION,iNaturalist
1624,Sylvilagus audubonii,,Coahuila,25.612597,-103.413101,2025-09-07,HUMAN_OBSERVATION,iNaturalist
1625,Sylvilagus holzneri,,Durango,23.412231,-104.92041,2025-08-28,HUMAN_OBSERVATION,iNaturalist
1626,Oryctolagus cuniculus,,Michoacán,19.645553,-102.048758,2025-08-04,HUMAN_OBSERVATION,iNaturalist
1627,Sylvilagus audubonii,,Nuevo León,25.802481,-100.137355,2025-09-08,HUMAN_OBSERVATION,iNaturalist
1628,Lepus californicus,,Baja California Sur,26.148055,-111.787113,2025-09-05,HUMAN_OBSERVATION,iNaturalist
1629,Lepus californicus,,Coahuila,25.438557,-100.859076,2025-09-02,HUMAN_OBSERVATION,iNaturalist
1630,Lepus californicus,,Baja California Sur,24.001994,-110.286245,2025-08-25,HUMAN_OBSERVATION,iNaturalist
1631,Lepus californicus,,Nuevo León,26.677836,-100.513265,2025-09-13,HUMAN_OBSERVATION,iNaturalist
1632,Lepus alleni,,Sonora,27.997626,-110.707139,2018-06-13,HUMAN_OBSERVATION,iNaturalist
1633,Sylvilagus audubonii,,Tamaulipas,27.427555,-99.499174,2025-09-13,HUMAN_OBSERVATION,iNaturalist
1634,Sylvilagus audubonii,,Coahuila,25.125012,-100.988866,2025-09-13,HUMAN_OBSERVATION,iNaturalist
1635,Lepus californicus,,Chihuahua,31.535902,-106.419861,2025-09-14,HUMAN_OBSERVATION,iNaturalist
1636,Sylvilagus audubonii,,Coahuila,25.125012,-100.988866,2025-09-13,HUMAN_OBSERVATION,iNaturalist
1637,Sylvilagus audubonii,,San Luis Potosí,21.962746,-99.937774,2025-08-21,HUMAN_OBSERVATION,iNaturalist
1638,Sylvilagus audubonii,,San Luis Potosí,21.962746,-99.937774,2025-08-22,HUMAN_OBSERVATION,iNaturalist
1639,Sylvilagus audubonii,,Tamaulipas,25.583297,-98.326896,2019-04-23,HUMAN_OBSERVATION,iNaturalist
1640,Lepus californicus,,Coahuila,25.440231,-100.857442,2025-09-02,HUMAN_OBSERVATION,iNaturalist
1641,Lepus californicus,,Coahuila,25.062236,-101.012559,2025-08-15,HUMAN_OBSERVATION,iNaturalist
1642,Oryctolagus cuniculus domesticus,,Guanajuato,20.543734,-100.774427,2025-08-30,HUMAN_OBSERVATION,iNaturalist
1643,Lepus californicus,,Coahuila,25.443303,-100.857657,2025-08-19,HUMAN_OBSERVATION,iNaturalist
1644,Sylvilagus audubonii,,Coahuila,28.425,-100.834017,2025-08-26,HUMAN_OBSERVATION,iNaturalist
1645,Sylvilagus yucatanicus,,Yucatán,21.451449,-87.997721,2025-07-28,HUMAN_OBSERVATION,iNaturalist
1646,Lepus californicus,,Coahuila,25.053808,-101.016245,2025-08-22,HUMAN_OBSERVATION,iNaturalist
1647,Sylvilagus floridanus,,Nuevo León,25.898728,-100.124544,2025-08-31,HUMAN_OBSERVATION,iNaturalist
1648,Sylvilagus audubonii,,Coahuila,28.425,-100.834017,2025-08-23,HUMAN_OBSERVATION,iNaturalist
1649,Lepus californicus,,Nuevo León,26.476389,-99.637222,2025-08-24,HUMAN_OBSERVATION,iNaturalist
1650,Lepus californicus,,Chihuahua,30.16001,-106.452369,2025-08-29,HUMAN_OBSERVATION,iNaturalist
1651,Lepus californicus,,San Luis Potosí,22.251944,-99.675,2025-08-22,HUMAN_OBSERVATION,iNaturalist
1653,Lepus californicus,,Coahuila,28.441889,-100.933151,2025-08-25,HUMAN_OBSERVATION,iNaturalist
1654,Sylvilagus bachmani,,Baja California,31.682651,-116.658737,2025-08-24,HUMAN_OBSERVATION,iNaturalist
1655,Sylvilagus floridanus,,Nuevo León,25.399949,-100.139069,2025-08-24,HUMAN_OBSERVATION,iNaturalist
1656,Lepus californicus,,Coahuila,28.419576,-100.904721,2025-08-28,HUMAN_OBSERVATION,iNaturalist
1657,Lepus californicus,,Nuevo León,26.503746,-100.150523,1999-03-29,HUMAN_OBSERVATION,iNaturalist
1658,Sylvilagus audubonii,,Tamaulipas,27.428703,-99.494844,2025-08-23,HUMAN_OBSERVATION,iNaturalist
1659,Sylvilagus audubonii,,San Luis Potosí,23.819245,-100.770343,2025-08-25,HUMAN_OBSERVATION,iNaturalist
1660,Lepus californicus,,Coahuila,25.061998,-101.012655,2025-08-22,HUMAN_OBSERVATION,iNaturalist
1661,Oryctolagus cuniculus domesticus,,Nayarit,21.486714,-104.900718,2021-05-02,HUMAN_OBSERVATION,iNaturalist
1662,Lepus altamirae,,Tamaulipas,22.356078,-97.831437,2025-04-28,HUMAN_OBSERVATION,iNaturalist
1663,Lepus californicus,,Chihuahua,30.154074,-106.467775,2025-08-29,HUMAN_OBSERVATION,iNaturalist
1664,Sylvilagus audubonii,,San Luis Potosí,22.203364,-99.888267,2016-06-26,HUMAN_OBSERVATION,iNaturalist
1665,Sylvilagus audubonii,,Nuevo León,25.71023,-98.96244,2025-08-22,HUMAN_OBSERVATION,iNaturalist
1666,Sylvilagus audubonii,,Coahuila,28.424217,-100.834879,2025-08-20,HUMAN_OBSERVATION,iNaturalist
1667,Sylvilagus audubonii,,Tamaulipas,27.428,-99.504591,2025-08-31,HUMAN_OBSERVATION,iNaturalist
1668,Sylvilagus cunicularius,,Ciudad de México,19.319946,-99.193485,2025-08-27,HUMAN_OBSERVATION,iNaturalist
1669,Sylvilagus yucatanicus,,Yucatán,21.451449,-87.997721,2025-07-28,HUMAN_OBSERVATION,iNaturalist
1670,Lepus californicus,,México,19.489388,-98.951548,2025-07-22,HUMAN_OBSERVATION,iNaturalist
1671,Lepus californicus,,Nuevo León,26.642336,-100.524622,2025-08-09,HUMAN_OBSERVATION,iNaturalist
1672,Sylvilagus yucatanicus,,Yucatán,21.154695,-89.633905,2025-08-10,HUMAN_OBSERVATION,iNaturalist
1673,Lepus californicus,,Coahuila,26.930031,-101.924646,2021-10-02,HUMAN_OBSERVATION,iNaturalist
1674,Sylvilagus floridanus,,Jalisco,21.838466,-101.712517,2025-07-31,HUMAN_OBSERVATION,iNaturalist
1675,Sylvilagus cunicularius,,Oaxaca,16.973131,-96.54871,2025-08-17,HUMAN_OBSERVATION,iNaturalist
1676,Sylvilagus graysoni graysoni,,Nayarit,21.326609,-106.227022,2016-04-04,HUMAN_OBSERVATION,iNaturalist
1677,Lepus callotis,,Zacatecas,22.472431,-103.478755,2025-08-11,HUMAN_OBSERVATION,iNaturalist
1678,Sylvilagus audubonii,,Nuevo León,25.801665,-100.136617,2025-08-11,HUMAN_OBSERVATION,iNaturalist
1679,Sylvilagus audubonii,,Coahuila,25.271163,-100.557188,2025-08-05,HUMAN_OBSERVATION,iNaturalist
1680,Sylvilagus audubonii,,Nuevo León,26.537253,-100.499559,2025-08-11,HUMAN_OBSERVATION,iNaturalist
1681,Sylvilagus floridanus,,Nuevo León,25.801189,-100.136444,2025-08-13,HUMAN_OBSERVATION,iNaturalist
1682,Sylvilagus cunicularius,,Morelos,18.832326,-99.216059,2025-08-11,HUMAN_OBSERVATION,iNaturalist
1683,Lepus californicus,,Tamaulipas,25.95029,-97.23737,2025-07-16,HUMAN_OBSERVATION,iNaturalist
1684,Lepus californicus,,Tamaulipas,25.950084,-97.23744,2025-07-16,HUMAN_OBSERVATION,iNaturalist
1685,Sylvilagus cunicularius insolitus,,Sinaloa,23.746697,-106.675186,2016-06-25,HUMAN_OBSERVATION,iNaturalist
1686,Sylvilagus cunicularius insolitus,,Sinaloa,23.532514,-106.587296,2016-08-09,HUMAN_OBSERVATION,iNaturalist
1687,Sylvilagus graysoni,,Nayarit,21.665144,-106.588756,2025-03-31,HUMAN_OBSERVATION,iNaturalist
1688,Lepus californicus,,Chihuahua,30.397569,-107.826967,2025-06-27,HUMAN_OBSERVATION,iNaturalist
1689,Sylvilagus floridanus,,Coahuila,25.271132,-100.557357,2025-08-05,HUMAN_OBSERVATION,iNaturalist
1690,Sylvilagus audubonii,,Coahuila,25.270733,-100.557832,2025-08-06,HUMAN_OBSERVATION,iNaturalist
1691,Sylvilagus yucatanicus,,Yucatán,21.457256,-87.956633,2025-07-30,HUMAN_OBSERVATION,iNaturalist
1692,Sylvilagus audubonii,,Coahuila,28.42534,-100.834064,2025-08-07,HUMAN_OBSERVATION,iNaturalist
1693,Sylvilagus cunicularius,,Morelos,19.056565,-99.312903,2011-03-10,HUMAN_OBSERVATION,iNaturalist
1694,Sylvilagus floridanus,,Coahuila,25.270252,-100.557945,2025-08-06,HUMAN_OBSERVATION,iNaturalist
1695,Sylvilagus cunicularius,,México,19.108565,-99.754769,2025-08-03,HUMAN_OBSERVATION,iNaturalist
1696,Sylvilagus floridanus,,Nuevo León,25.573248,-100.273593,2025-08-16,HUMAN_OBSERVATION,iNaturalist
1697,Sylvilagus audubonii,,Sonora,31.28886,-110.952999,2025-06-14,HUMAN_OBSERVATION,iNaturalist
1698,Sylvilagus graysoni,,Nayarit,21.671636,-106.560817,2025-08-13,HUMAN_OBSERVATION,iNaturalist
1699,Lepus alleni,,Sonora,30.306833,-110.105725,2024-07-13,HUMAN_OBSERVATION,iNaturalist
1700,Sylvilagus graysoni,,Nayarit,21.673202,-106.620599,2024-04-05,HUMAN_OBSERVATION,iNaturalist
1701,Sylvilagus audubonii,,Coahuila,28.42534,-100.834064,2025-08-07,HUMAN_OBSERVATION,iNaturalist
1702,Lepus californicus,,Coahuila,25.443303,-100.857657,2025-08-05,HUMAN_OBSERVATION,iNaturalist
1703,Sylvilagus yucatanicus,,Yucatán,21.435173,-88.232231,2025-04-10,HUMAN_OBSERVATION,iNaturalist
1704,Sylvilagus audubonii,,Aguascalientes,21.723787,-102.399554,2025-07-20,HUMAN_OBSERVATION,iNaturalist
1705,Lepus californicus,,Nuevo León,25.762832,-100.12249,2025-08-11,HUMAN_OBSERVATION,iNaturalist
1706,Sylvilagus holzneri,,Chihuahua,29.3885,-108.132942,2025-08-01,HUMAN_OBSERVATION,iNaturalist
1707,Sylvilagus audubonii,,Nuevo León,26.630684,-100.521311,2025-08-09,HUMAN_OBSERVATION,iNaturalist
1708,Lepus californicus,,Coahuila,25.443303,-100.857657,2025-08-12,HUMAN_OBSERVATION,iNaturalist
1709,Sylvilagus yucatanicus,,Yucatán,21.457256,-87.956633,2025-07-30,HUMAN_OBSERVATION,iNaturalist
1710,Sylvilagus audubonii,,Sonora,31.28886,-110.952999,2025-06-14,HUMAN_OBSERVATION,iNaturalist
1711,Sylvilagus audubonii,,Sonora,31.28886,-110.952999,2025-06-14,HUMAN_OBSERVATION,iNaturalist
1712,Sylvilagus audubonii,,Coahuila,25.485616,-101.36761,2025-08-14,HUMAN_OBSERVATION,iNaturalist
1713,Lepus californicus,,Tamaulipas,25.984951,-98.243831,2025-08-14,HUMAN_OBSERVATION,iNaturalist
1714,Sylvilagus audubonii,,Sonora,31.28886,-110.952999,2025-06-14,HUMAN_OBSERVATION,iNaturalist
1715,Sylvilagus audubonii,,Baja California,32.225883,-116.723349,2025-05-07,HUMAN_OBSERVATION,iNaturalist
1716,Sylvilagus floridanus,Parque Eólico Tres Mesas,Tamaulipas,23.431714,-98.877174,2023-12-29,MACHINE_OBSERVATION,
1717,Sylvilagus floridanus,Parque Eólico Tres Mesas,Tamaulipas,23.427179,-98.903139,2023-12-30,MACHINE_OBSERVATION,
1718,Sylvilagus floridanus,Parque Eólico Tres Mesas,Tamaulipas,23.427179,-98.903139,2024-01-01,MACHINE_OBSERVATION,
1719,Sylvilagus floridanus,Parque Eólico Tres Mesas,Tamaulipas,23.42327,-98.923091,2024-03-02,MACHINE_OBSERVATION,
1720,Sylvilagus floridanus,Parque Eólico Tres Mesas,Tamaulipas,23.416428,-98.933353,2024-01-06,MACHINE_OBSERVATION,
